report_id,title,class_rating,county,event_date,latitude,longitude,summary,terrain_roughness_score
29612,Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.,Class B,Sangamon County,2011-06-23,39.6395,-89.66525,Report 29612: Vocalizations recorded and possible footprint found near Sugar Creek.,0.067
29836,Report 29836: Family experiences strange occurences while fishing Kankakee River,Class B,Kankakee County,2011-07-02,41.207,-88.01345,Report 29836: Family experiences strange occurences while fishing Kankakee River,0.196
30510,Report 30510: Possible footprint found near Peoria,Class B,Peoria County,2011-08-14,40.8365,-89.599,Report 30510: Possible footprint found near Peoria,0.092
30601,Report 30601: Possible vocalization and footprint found near Bachelors Grove Cemetery,Class B,Cook County,2011-09-07,41.63243,-87.76622,Report 30601: Possible vocalization and footprint found near Bachelors Grove Cemetery,0.072
30645,Report 30645: Motorists have possible late night sighting south of Otterville,Class B,Jersey County,1997-10-11,39.02775,-90.4049,Report 30645: Motorists have possible late night sighting south of Otterville,0.067
31062,Report 31062: Possible footprint found near the Sugar Creek Covered Bridge,Class B,Sangamon County,2011-06-16,40.0,-90.0,Report 31062: Possible footprint found near the Sugar Creek Covered Bridge,0.028
31419,Report 31419: Possible nighttime sighting and vocalizations in a backyard near Old Ripley,Class B,Bond County,2011-12-08,38.9241,-89.53419,Report 31419: Possible nighttime sighting and vocalizations in a backyard near Old Ripley,0.032
32196,Report 32196: Memory told of family encounters near Granite City.,Class B,Madison County,1972-09-04,38.74784,-90.14547,Report 32196: Memory told of family encounters near Granite City.,0.079
32634,Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery,Class B,Sangamon County,2011-06-28,39.62,-89.6845,Report 32634: Two paranormal investigators find possible evidence at Cumberland Sugar Creek Cemetery,0.101
33040,Report 33040: Possible sighting by a deer hunter west of Rushville,Class B,Schuyler County,2010-11-18,40.1348,-90.6757,Report 33040: Possible sighting by a deer hunter west of Rushville,0.185
33264,Report 33264: Photos taken of possible footprints found on rural property near Albany,Class B,Whiteside County,2012-01-23,41.73534,-90.22054,Report 33264: Photos taken of possible footprints found on rural property near Albany,0.093
33426,Report 33426: Possible footprints found northwest of Robinson,Class B,Crawford County,2007-01-06,39.09109,-87.80624,Report 33426: Possible footprints found northwest of Robinson,0.048
34919,Report 34919: Motorist has a possible nighttime sighting west of Albion,Class B,Edwards County,2000-03-15,38.3778,-88.07554,Report 34919: Motorist has a possible nighttime sighting west of Albion,0.087
34980,Report 34980: Fisherman recalls his possible nighttime sighting near Vermilionville,Class B,La Salle County,1985-07-06,41.26155,-89.03049,Report 34980: Fisherman recalls his possible nighttime sighting near Vermilionville,0.113
35206,Report 35206: Possible nighttime sighting by a homeowner near Bonnie,Class B,Jefferson County,2010-10-02,38.18881,-88.83003,Report 35206: Possible nighttime sighting by a homeowner near Bonnie,0.01
35593,Report 35593: Possible nighttime sighting by motorists along border of Orland Grove Forest Preserve,Class B,Cook County,2012-05-29,41.63039,-87.86476,Report 35593: Possible nighttime sighting by motorists along border of Orland Grove Forest Preserve,0.106
36567,Report 36567: Possible nighttime sighting while driving in Orient,Class B,Franklin County,2009-08-06,37.92017,-88.98228,Report 36567: Possible nighttime sighting while driving in Orient,0.163
36702,Report 36702: Memory told of a possible sighting at dawn by a hunter in his tree stand southeast of Pontiac,Class B,Livingston County,1977-10-22,40.82546,-88.50196,Report 36702: Memory told of a possible sighting at dawn by a hunter in his tree stand southeast of Pontiac,0.005
38032,Report 38032: Bow hunter sees an animal resembling a gorilla near Marseilles.,Class B,La Salle County,2012-11-09,41.29077,-88.66103,Report 38032: Bow hunter sees an animal resembling a gorilla near Marseilles.,0.303
38765,Report 38765: Recollection of possible encounters at a cemetery in the village of Cuba,Class B,Fulton County,1999-07-03,40.48724,-90.19624,Report 38765: Recollection of possible encounters at a cemetery in the village of Cuba,0.048
39084,Report 39084: Semi truck driver on I-70 observes a large ape-like creature in a field near Marshall,Class B,Clark County,2013-01-16,39.40458,-87.7313,Report 39084: Semi truck driver on I-70 observes a large ape-like creature in a field near Marshall,0.108
39098,Report 39098: Possible sighting near University of Illinois Springfield soccer fields.,Class B,Sangamon County,2012-10-04,39.73333,-89.61281,Report 39098: Possible sighting near University of Illinois Springfield soccer fields.,0.027
39851,Report 39851: Motorists have possible nighttime sighting in Green Belt Forest Preserve,Class B,Cook County,2010-08-14,41.53346,-87.75156,Report 39851: Motorists have possible nighttime sighting in Green Belt Forest Preserve,0.006
39852,Report 39852: Memory told of a possible sighting while parked in a car near Granite City,Class B,Madison County,1977-09-26,38.74784,-90.14547,Report 39852: Memory told of a possible sighting while parked in a car near Granite City,0.079
40120,Report 40120: Possible vocalizations and rock throwing east of Makanda,Class B,Jackson County,2013-03-01,37.61335,-89.15173,Report 40120: Possible vocalizations and rock throwing east of Makanda,0.23
40474,Report 40474: Hunter finds a possible footprint near Olive Branch,Class B,Alexander County,2011-08-02,37.18404,-89.36896,Report 40474: Hunter finds a possible footprint near Olive Branch,0.132
40475,Report 40475: Memory told of strange occurrences while growing up near Castle Rock State Park,Class B,Ogle County,1965-10-02,41.96925,-89.38184,Report 40475: Memory told of strange occurrences while growing up near Castle Rock State Park,0.503
40714,Report 40714: Motorist has possible nighttime sighting near Blandinsville,Class B,McDonough County,2013-03-23,40.55179,-90.7771,Report 40714: Motorist has possible nighttime sighting near Blandinsville,0.105
40841,Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.,Class B,Sangamon County,2011-07-16,39.83627,-89.65926,Report 40841: Motorist has possible nighttime sighting just north of Springfield on Veterans Parkway.,0.18
40842,Report 40842: Memory told of a possible sighting along Happy Hollow Road near Gorham.,Class B,Jackson County,1975-10-11,37.68393,-89.48825,Report 40842: Memory told of a possible sighting along Happy Hollow Road near Gorham.,0.568
40995,Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.,Class B,McDonough County,2009-07-15,40.45428,-90.78947,Report 40995: Possible sighting of animal playing peek-a-boo at Argyle Lake State Park.,0.078
41907,Report 41907: Memory told of a possible sighting at night in a pasture east of Jacksonville,Class B,Morgan County,1986-01-11,39.74652,-90.17844,Report 41907: Memory told of a possible sighting at night in a pasture east of Jacksonville,0.097
42150,Report 42150: Possible footprint and handprint found in Plum Creek Play Meadow - Forest Preserve,Class B,Cook County,2014-05-12,41.4811,-87.5321,Report 42150: Possible footprint and handprint found in Plum Creek Play Meadow - Forest Preserve,0.021
42547,Report 42547: Woman recalls her possible encounter on a farm outside Prairie du Rocher.,Class B,Randolph County,1973-06-08,38.09052,-90.06338,Report 42547: Woman recalls her possible encounter on a farm outside Prairie du Rocher.,0.055
42730,"Report 42730: Childhood memory told of seeing an upright, white animal while playing in a creek near Brussels",Class B,Calhoun County,1968-05-04,38.92993,-90.53175,"Report 42730: Childhood memory told of seeing an upright, white animal while playing in a creek near Brussels",0.109
43319,Report 43319: Possible sighting by a motorist near Hettick,Class B,Macoupin County,2014-05-14,39.34657,-90.1173,Report 43319: Possible sighting by a motorist near Hettick,0.105
44644,Report 44644: Memory told of a daylight sighting near Chauncey,Class B,Crawford County,2014-05-12,38.87531,-87.90503,Report 44644: Memory told of a daylight sighting near Chauncey,0.011
44645,Report 44645: Motorist has possible daylight sighting near Embarras River,Class B,Crawford County,2014-03-20,38.893,-87.869,Report 44645: Motorist has possible daylight sighting near Embarras River,0.068
45041,Report 45041: Man recalls possibly seeing a bigfoot playing peek-a-boo in headlights while parked west of Midlothian,Class B,Cook County,2014-05-14,41.63289,-87.79683,Report 45041: Man recalls possibly seeing a bigfoot playing peek-a-boo in headlights while parked west of Midlothian,0.046
45830,Report 45830: Motorist has possible nighttime sighting in the Forest Preserves outside Chicago,Class B,Cook County,2014-07-11,41.7173,-87.8617,Report 45830: Motorist has possible nighttime sighting in the Forest Preserves outside Chicago,0.11
46917,Report 46917: Motorist has possible nighttime sighting near Hagaman Bottoms.,Class B,Macoupin County,2015-01-22,39.3047,-90.0775,Report 46917: Motorist has possible nighttime sighting near Hagaman Bottoms.,0.178
47412,Report 47412: Motorist has possible night time sighting near Plainview,Class B,Macoupin County,2014-12-27,39.2038,-89.9758,Report 47412: Motorist has possible night time sighting near Plainview,0.109
47469,Report 47469: Memory told of possible vocalizations and footprints found near Atwood,Class B,Piatt County,2015-01-02,39.8352,-88.47835,Report 47469: Memory told of possible vocalizations and footprints found near Atwood,0.024
47521,Report 47521: Possible early morning sighting in Palos Park,Class B,Cook County,2017-01-22,41.67433,-87.84415,Report 47521: Possible early morning sighting in Palos Park,0.26
47720,Report 47720: Possible footprints in the snow found in Bedford Park (with photos),Class B,Cook County,2015-01-19,41.7627,-87.7714,Report 47720: Possible footprints in the snow found in Bedford Park (with photos),0.009
49182,Report 49182: Memory told of a possible childhood encounter at Georgefield Barracks,Class B,Lawrence County,2017-01-24,38.76417,-87.60555,Report 49182: Memory told of a possible childhood encounter at Georgefield Barracks,0.01
50155,Report 50155: Memory of seeing something chimp-like in the trees and being chased out of the woods near Brereton,Class B,Fulton County,1969-07-12,40.61182,-90.01651,Report 50155: Memory of seeing something chimp-like in the trees and being chased out of the woods near Brereton,0.129
50502,Report 50502: Possible sighting while hunting near Radom,Class B,Washington County,2013-11-12,38.27372,-89.21439,Report 50502: Possible sighting while hunting near Radom,0.146
50965,Report 50965: Possible footprints found and cast east of Belleville near Illinois Route 4,Class B,St. Clair County,2016-01-27,38.4335,-89.7915,Report 50965: Possible footprints found and cast east of Belleville near Illinois Route 4,0.082
50967,Report 50967: Possible footprints found east of Belleville near Illinois Route 4,Class B,St. Clair County,2016-01-27,38.4326,-89.79143,Report 50967: Possible footprints found east of Belleville near Illinois Route 4,0.033
51417,Report 51417: Possible early morning sighting near Glenwood Woods,Class B,Cook County,2016-03-14,41.53887,-87.62597,Report 51417: Possible early morning sighting near Glenwood Woods,0.062
55144,Report 55144: Hunter describes strange encounters and finds a possible footprint near Kickapoo State Park,Class B,Vermilion County,2015-11-12,40.09169,-87.71541,Report 55144: Hunter describes strange encounters and finds a possible footprint near Kickapoo State Park,0.325
55386,Report 55386: Witness recalls possible nighttime sighting near Sparland,Class B,Marshall County,2016-08-16,41.02524,-89.45454,Report 55386: Witness recalls possible nighttime sighting near Sparland,0.099
56168,Report 56168: Possible nighttime sighting along Scott-Troy Road south of Troy,Class B,Madison County,2017-01-20,38.66736,-89.87602,Report 56168: Possible nighttime sighting along Scott-Troy Road south of Troy,0.199
58089,Report 58089: Motorist observes possible nighttime road crossing near Troy,Class B,Madison County,2017-08-19,38.74625,-89.8774,Report 58089: Motorist observes possible nighttime road crossing near Troy,0.1
